ID,착과량(int)
TEST_0117,653.1867630470124
TEST_0118,356.8584278337586
TEST_0119,483.43155164758224
TEST_0120,161.66958233023684
TEST_0121,445.2719864028543
TEST_0122,337.6111992457302
TEST_0123,545.4262110403155
TEST_0124,736.9266730168542
TEST_0125,557.2021707032837
TEST_0126,276.3092002768693
TEST_0127,560.0989980027807
TEST_0128,533.2327052125022
TEST_0129,344.6589881089301
TEST_0130,55.543907071693084
TEST_0131,237.80452576518493
TEST_0132,481.2518631709835
TEST_0133,344.2910038828574
TEST_0134,110.7208371889129
TEST_0135,239.69730855694803
TEST_0136,759.8383451760967
TEST_0137,273.2081898057645
TEST_0138,161.63417332332057
TEST_0139,539.6280206594392
TEST_0140,765.0655047964178
TEST_0141,751.7835887690337
TEST_0142,250.8080804585924
TEST_0143,444.4076607654341
TEST_0144,36.635586526409696
TEST_0145,559.6467282420956
TEST_0146,243.13517676242842
TEST_0147,173.4654206687086
TEST_0148,134.24585908557958
TEST_0149,413.3266898379661
TEST_0150,573.6312391155994
TEST_0151,646.1422711767796
TEST_0152,758.2464905563425
TEST_0153,158.21421513038126
TEST_0154,538.0552092831715
TEST_0155,749.2658529804787
TEST_0156,518.6346983645412
TEST_0157,330.46187647686634
TEST_0158,148.34278649510924
TEST_0159,242.5794018975036
TEST_0160,544.6248970283463
TEST_0161,252.32717530875226
TEST_0162,224.3639795722794
TEST_0163,25.080645480452425
TEST_0164,548.0770650318648
TEST_0165,551.7041015595003
TEST_0166,596.0499639790918
TEST_0167,647.2188428590152
TEST_0168,553.4684077078048
TEST_0169,354.76659720339717
TEST_0170,658.7850154928949
TEST_0171,544.3662749654795
TEST_0172,452.49644497622694
TEST_0173,247.66113522544146
TEST_0174,748.7025601882237
TEST_0175,147.5135358751275
TEST_0176,253.99769368341697
TEST_0177,365.86148912596343
TEST_0178,150.13085730001706
TEST_0179,336.8156264261146
TEST_0180,254.83422867077502
TEST_0181,346.98065180656045
TEST_0182,451.0204342162027
TEST_0183,252.5779235418487
TEST_0184,752.4857784074568
TEST_0185,541.8913552408494
TEST_0186,339.7963998052072
TEST_0187,653.9026923869759
TEST_0188,642.186071325905
TEST_0189,238.2440423803686
TEST_0190,646.9580055344818
TEST_0191,149.95630316221246
TEST_0192,360.4242324129593
TEST_0193,648.7826614701996
TEST_0194,645.1263292432722
TEST_0195,744.2963518564829
TEST_0196,256.52760236596185
TEST_0197,114.6800104180164
TEST_0198,247.57869355215456
TEST_0199,22.25469525360934
TEST_0200,146.91495631808374
TEST_0201,348.9031938647445
TEST_0202,256.2276902054414
TEST_0203,144.85281466767043
TEST_0204,440.53728357943703
TEST_0205,338.7032182135165
TEST_0206,55.55811361766669
TEST_0207,309.405060282244
TEST_0208,270.76232542005835
TEST_0209,456.40895136102006
TEST_0210,438.325602871476
TEST_0211,163.92261495740314
TEST_0212,257.8865687403875
TEST_0213,566.844808691073
TEST_0214,349.47778002986416
TEST_0215,26.089509454160275
TEST_0216,748.7890479227817
TEST_0217,162.76167691018827
TEST_0218,445.2010354521925
TEST_0219,445.0422180274664
TEST_0220,152.7945179555679
TEST_0221,349.27851966287136
TEST_0222,563.0414089685135
TEST_0223,252.7417476139074
TEST_0224,549.8454398637637
TEST_0225,446.50736158539087
TEST_0226,544.4073071030164
TEST_0227,37.39079725585393
TEST_0228,651.0871067043915
TEST_0229,381.75293435770106
TEST_0230,447.12131133759783
TEST_0231,645.3771018334135
TEST_0232,449.5454869434775
TEST_0233,146.4094230002724
TEST_0234,365.4762866645425
TEST_0235,439.8620724568236
TEST_0236,451.9625382065832
TEST_0237,341.61251732334426
TEST_0238,140.95131844758646
TEST_0239,643.8640852327551
TEST_0240,613.2567567018687
TEST_0241,348.12432811095823
TEST_0242,280.1025066380217
TEST_0243,147.1720994018386
TEST_0244,649.5530686615934
TEST_0245,284.0615807659787
TEST_0246,350.693969054715
TEST_0247,444.35723084598703
TEST_0248,622.741600854275
TEST_0249,676.8482253959966
TEST_0250,234.72995768351524
TEST_0251,38.53458002887833
TEST_0252,650.1243808580487
TEST_0253,341.97623319509466
TEST_0254,147.4492933357294
TEST_0255,345.79135438463015
TEST_0256,262.5916837509582
TEST_0257,265.8877140987354
TEST_0258,252.61029619795912
TEST_0259,29.268289906910525
TEST_0260,541.5718634215607
TEST_0261,156.36133124789652
TEST_0262,351.4916515293992
TEST_0263,345.94369549332754
TEST_0264,40.614515382159
TEST_0265,219.0699432264381
TEST_0266,400.0801715921551
TEST_0267,625.0637024704617
TEST_0268,555.8933711607428
TEST_0269,546.1645071751776
TEST_0270,349.4388404093428
TEST_0271,348.9138519472708
TEST_0272,446.8850103950148
TEST_0273,754.3955854655171
TEST_0274,46.227394022851676
TEST_0275,49.474783279777874
TEST_0276,347.6113190602957
TEST_0277,55.548276462453444
TEST_0278,246.40869038733481
TEST_0279,36.577562052760015
TEST_0280,588.7622257304455
TEST_0281,236.36988045068824
TEST_0282,35.76855130689772
TEST_0283,155.27232199901317
TEST_0284,686.6936358054802
TEST_0285,659.2326546910265
TEST_0286,26.624681569649127
TEST_0287,664.3575594632957
TEST_0288,554.3599944736644
TEST_0289,353.67298165485386
TEST_0290,565.1034561852189
TEST_0291,249.6485727960781
TEST_0292,720.681716924836
TEST_0293,622.1252772051214
TEST_0294,444.85886310542554
TEST_0295,458.38817283115765
TEST_0296,652.2782621887236
TEST_0297,238.11130354699162
TEST_0298,194.66216859045846
TEST_0299,252.39718822774623
TEST_0300,248.53153391432974
TEST_0301,745.8909486344844
TEST_0302,152.07975778493187
TEST_0303,443.7255084897545
TEST_0304,505.8740706059275
TEST_0305,451.49614191281694
TEST_0306,123.58024222090906
TEST_0307,566.5027764522519
TEST_0308,748.1403805166103
TEST_0309,266.16714814126146
TEST_0310,40.74902829895885
TEST_0311,618.381931128185
TEST_0312,455.46116536925575
TEST_0313,350.0350380033891
TEST_0314,660.6105309339414
TEST_0315,330.44105274080255
TEST_0316,446.99913482756006
TEST_0317,117.63705549677992
TEST_0318,443.0072045094886
TEST_0319,655.5310826171869
TEST_0320,245.89086536266979
TEST_0321,344.3501469042278
TEST_0322,546.0682502621248
TEST_0323,260.40558879047114
TEST_0324,335.609421576333
TEST_0325,584.5524236341716
TEST_0326,45.009791717138384
TEST_0327,640.4639722364763
TEST_0328,649.3298555616523
TEST_0329,347.4921098886524
TEST_0330,697.3990141947168
TEST_0331,58.95959358656103
TEST_0332,246.5109686341723
TEST_0333,351.1508163263536
TEST_0334,247.10307219278047
TEST_0335,145.61169562993598
TEST_0336,24.478049965014925
TEST_0337,449.3775787148711
TEST_0338,244.8772115692306
TEST_0339,255.948277632955
TEST_0340,745.4084365444652
TEST_0341,240.23902225261358
TEST_0342,45.49149165286318
TEST_0343,250.76155676155105
TEST_0344,543.505791113897
TEST_0345,443.6886667273914
TEST_0346,148.45083584376889
TEST_0347,283.84030257533243
TEST_0348,59.14041889909725
TEST_0349,647.0023488671386
TEST_0350,655.0288684769282
TEST_0351,482.8880132250521
TEST_0352,449.00686599641483
TEST_0353,363.6713728246988
TEST_0354,45.184555855922966
TEST_0355,172.4731305538329
TEST_0356,389.94698302299105
TEST_0357,563.9990469422314
TEST_0358,194.30039482146515
TEST_0359,452.33679386953486
TEST_0360,214.67045860777284
TEST_0361,172.80151104424897
TEST_0362,414.7652987163071
TEST_0363,211.38882880619235
TEST_0364,271.1471958171384
TEST_0365,645.2545224517778
TEST_0366,247.62462170847735
TEST_0367,640.7757007427996
TEST_0368,252.68039925837564
TEST_0369,145.16346305990803
TEST_0370,370.5789467921783
TEST_0371,256.22787977354994
TEST_0372,128.98728033309723
TEST_0373,549.7983083979871
TEST_0374,87.27683302198852
TEST_0375,653.5391385363117
TEST_0376,144.85776713420145
TEST_0377,358.88275236362193
TEST_0378,345.6974588370887
TEST_0379,521.9910366627792
TEST_0380,447.5569632494797
TEST_0381,648.4939702710094
TEST_0382,565.2291799318172
TEST_0383,364.5647793725146
TEST_0384,354.44237494556404
TEST_0385,112.07917645424621
TEST_0386,529.1202376722813
TEST_0387,720.9545368836327
TEST_0388,653.793186074691
TEST_0389,153.3952768817549
TEST_0390,24.470371189918183
TEST_0391,350.5851982775491
TEST_0392,737.9427021617005
TEST_0393,196.08949918113632
TEST_0394,156.87737879977874
TEST_0395,343.77622405174725
TEST_0396,338.06799834298323
TEST_0397,169.3781590086087
TEST_0398,156.63988550622375
TEST_0399,455.16719495005486
TEST_0400,750.7411632321847
TEST_0401,333.03592954572105
TEST_0402,450.0437750419045
TEST_0403,545.0116570187068
TEST_0404,446.4501251144484
TEST_0405,153.87815365438848
TEST_0406,246.17045381553123
TEST_0407,145.6019460399404
TEST_0408,692.2072746176309
TEST_0409,551.8397760637531
TEST_0410,353.32568276013126
TEST_0411,310.616653302852
TEST_0412,650.2462298913701
TEST_0413,452.8201525149942
TEST_0414,357.7658122005545
TEST_0415,96.17204785007877
TEST_0416,342.0141573414779
TEST_0417,247.75775416393157
TEST_0418,548.800518204192
TEST_0419,487.62495291729533
TEST_0420,243.46145741789212
TEST_0421,542.4618203060011
TEST_0422,758.9274230403294
TEST_0423,118.29952079841199
TEST_0424,349.4503214003582
TEST_0425,212.03814050537295
TEST_0426,346.1586843879767
TEST_0427,648.6023907602764
TEST_0428,751.825031973317
TEST_0429,150.5780583192855
TEST_0430,354.057445418465
TEST_0431,444.91551191443085
TEST_0432,750.1129189559048
TEST_0433,364.92554806496696
TEST_0434,450.509709783079
TEST_0435,348.2420167945665
TEST_0436,630.8676143977489
TEST_0437,435.5896790757504
TEST_0438,42.86633124555574
TEST_0439,234.30355583368566
TEST_0440,250.22179823845903
TEST_0441,341.57461323510097
TEST_0442,444.428634734047
TEST_0443,43.76383110560039
TEST_0444,304.4520015634894
TEST_0445,135.95078464432058
TEST_0446,300.67599340035974
TEST_0447,23.134319820632683
TEST_0448,750.650892332138
TEST_0449,459.3835518648269
TEST_0450,356.51585145921183
TEST_0451,386.57722950867975
TEST_0452,263.02851245295506
TEST_0453,22.496336728091247
TEST_0454,147.61330219371956
TEST_0455,375.26977916729345
TEST_0456,241.3261155166204
TEST_0457,665.9970995211331
TEST_0458,746.1157381614953
TEST_0459,358.89292130064666
TEST_0460,122.8414130683937
TEST_0461,440.585144332763
TEST_0462,31.162613724631257
TEST_0463,432.75000264969884
TEST_0464,653.0525519174882
TEST_0465,59.410294251835154
TEST_0466,635.1975783785393
TEST_0467,646.6597942747128
TEST_0468,446.5093148245635
TEST_0469,650.9144432669434
TEST_0470,169.55938268180324
TEST_0471,351.10006068435973
TEST_0472,245.62541607179287
TEST_0473,221.21290079115718
TEST_0474,26.230962150887663
TEST_0475,452.0227500628574
TEST_0476,449.7057168747915
TEST_0477,37.607846618248985
TEST_0478,112.85629731943827
TEST_0479,438.2030540669939
TEST_0480,154.22715722367585
TEST_0481,160.43442976247653
TEST_0482,564.9549591756534
TEST_0483,491.42148832261023
TEST_0484,765.1478482160564
TEST_0485,354.0955494884413
TEST_0486,150.17734499286365
TEST_0487,707.9610871387558
TEST_0488,352.0219510767673
TEST_0489,259.48220208759705
TEST_0490,248.46107164284575
TEST_0491,352.8817593186543
TEST_0492,251.96494764382524
TEST_0493,167.54825700480257
TEST_0494,253.81997156106462
TEST_0495,627.4027446972109
TEST_0496,50.310701066938535
TEST_0497,618.4186801845431
TEST_0498,611.8376352360289
TEST_0499,117.6577791502508
TEST_0500,460.15122205551086
TEST_0501,645.5052717458566
TEST_0502,206.41119326582086
TEST_0503,651.4791322068779
TEST_0504,539.7801764143315
TEST_0505,254.41371466718314
TEST_0506,48.34066117145301
TEST_0507,586.1399787098846
TEST_0508,347.8639843756528
TEST_0509,245.88976232621656
TEST_0510,350.11952207156247
TEST_0511,53.38000417108573
TEST_0512,349.3517763297358
TEST_0513,547.5588369578378
TEST_0514,248.90922479866924
TEST_0515,364.09348857687894
TEST_0516,354.54569594866575
TEST_0517,630.4211378198111
TEST_0518,58.9498880534432
TEST_0519,43.864615520307325
TEST_0520,527.3977933547824
TEST_0521,527.8713464306793
TEST_0522,753.3432449412142
TEST_0523,448.4398970154841
TEST_0524,757.7121577726623
TEST_0525,543.63218026762
TEST_0526,647.5324026674275
TEST_0527,523.6195656759802
TEST_0528,482.91446101034865
TEST_0529,199.88304697076921
TEST_0530,213.77626521907575
TEST_0531,651.3242978348862
TEST_0532,566.5556131468902
TEST_0533,37.289906844039734
TEST_0534,27.33397281266788
TEST_0535,748.9490141610388
TEST_0536,667.0109441355323
TEST_0537,642.9634116149675
TEST_0538,263.57188254223445
TEST_0539,547.6312304229862
TEST_0540,612.4894320453552
TEST_0541,726.229125166713
TEST_0542,550.6776504643265
TEST_0543,551.1145545385331
TEST_0544,551.3128822249877
TEST_0545,755.2426237903741
TEST_0546,354.2659833811456
TEST_0547,546.9432523484628
TEST_0548,608.8354359756654
TEST_0549,152.08713803609922
TEST_0550,648.5924772215108
TEST_0551,455.1809057930029
TEST_0552,477.12882858960756
TEST_0553,665.3035531626823
TEST_0554,165.10171024083658
TEST_0555,146.1112655502356
TEST_0556,228.34392716307804
TEST_0557,449.1402825934805
TEST_0558,381.6410063312039
TEST_0559,317.6370187612789
TEST_0560,130.4648820126467
TEST_0561,239.1143239925848
TEST_0562,66.73526324233055
TEST_0563,61.33262086978064
TEST_0564,395.9038335728228
TEST_0565,625.8292642135465
TEST_0566,144.5466033884194
TEST_0567,754.2297736052601
TEST_0568,539.6314581526838
TEST_0569,154.0386698501869
TEST_0570,338.28919677418986
TEST_0571,248.43395327047813
TEST_0572,447.3665794531406
TEST_0573,749.0510717898713
TEST_0574,542.1641137321403
TEST_0575,379.61512238951923
TEST_0576,326.6601844131429
TEST_0577,349.8804649128846
TEST_0578,754.6493310677743
TEST_0579,254.0673974707049
TEST_0580,55.35770536747823
TEST_0581,475.0238187431315
TEST_0582,758.7048280711888
TEST_0583,148.5450558945305
TEST_0584,154.16328223296097
TEST_0585,257.0925579302886
TEST_0586,253.1709802022137
TEST_0587,146.43029010882626
TEST_0588,656.6849992545224
TEST_0589,352.66517857536473
TEST_0590,251.46113484942202
TEST_0591,237.36616429366484
TEST_0592,304.63265749508696
TEST_0593,647.589067290364
TEST_0594,437.6872001622834
TEST_0595,266.7663824570804
TEST_0596,447.5520707788992
TEST_0597,51.95997847100347
TEST_0598,443.71979412029236
TEST_0599,233.5227230180705
TEST_0600,408.28964015858685
TEST_0601,240.05520753084198
TEST_0602,242.8980324380269
TEST_0603,638.9305135113085
TEST_0604,548.450121946247
TEST_0605,361.47590552232225
TEST_0606,159.95692760988285
TEST_0607,168.3346104163154
TEST_0608,487.8364391560614
TEST_0609,751.6195303085275
TEST_0610,259.6753044142374
TEST_0611,200.9116716678239
TEST_0612,344.4866309417788
TEST_0613,455.1903316782999
TEST_0614,443.4790079938524
TEST_0615,235.0984071141382
TEST_0616,744.3146264022652
TEST_0617,585.2207936515194
TEST_0618,449.1319334131848
TEST_0619,46.80539087650399
TEST_0620,705.1434787709843
TEST_0621,312.66123659218306
TEST_0622,764.0365352930885
TEST_0623,24.75761867725693
TEST_0624,66.67057391501919
TEST_0625,255.50981883784328
TEST_0626,52.36799465097131
TEST_0627,449.7723187395576
TEST_0628,151.98184935288862
TEST_0629,623.391062222558
TEST_0630,559.5442861530404
TEST_0631,257.8276067370557
TEST_0632,686.9258161551385
TEST_0633,218.5700990079912
TEST_0634,237.51390721390447
TEST_0635,766.7735305804647
TEST_0636,550.4682170980095
TEST_0637,344.32996548031065
TEST_0638,310.8229211511938
TEST_0639,698.7016295325418
TEST_0640,51.17757408676937
TEST_0641,348.031796118099
TEST_0642,347.21327534313826
TEST_0643,731.8807101178786
TEST_0644,750.7426312761884
TEST_0645,162.41460488475818
TEST_0646,344.6132688255152
TEST_0647,25.836586510722633
TEST_0648,748.1610191961489
TEST_0649,603.2690244222651
TEST_0650,658.3970371346784
TEST_0651,450.8097448022178
TEST_0652,645.7289245817344
TEST_0653,441.0548093962909
TEST_0654,90.2061992552357
TEST_0655,159.62698746113625
TEST_0656,157.82972360211448
TEST_0657,653.232542532779
TEST_0658,342.2639520884927
TEST_0659,344.40180959762176
TEST_0660,752.2239964729858
TEST_0661,544.8022002230044
TEST_0662,251.6567239651186
TEST_0663,157.32560087370683
TEST_0664,344.0390890465021
TEST_0665,154.1153469193319
TEST_0666,556.0994213110376
TEST_0667,647.2270744695143
TEST_0668,550.3209120367083
TEST_0669,99.39887331608192
TEST_0670,668.0967198026191
TEST_0671,141.33839318440073
TEST_0672,311.43224829564076
TEST_0673,173.35569164175632
TEST_0674,153.4985784567138
TEST_0675,148.9663355332686
TEST_0676,447.0192736415978
TEST_0677,362.09922931723696
TEST_0678,763.8739942899251
TEST_0679,545.9401146710386
TEST_0680,108.11026875979547
TEST_0681,451.5427178263295
TEST_0682,558.0132021015656
TEST_0683,150.12235932768442
TEST_0684,461.66305309391953
TEST_0685,598.4979302838508
TEST_0686,552.1520768627175
TEST_0687,61.36764719144075
TEST_0688,368.5551500232616
TEST_0689,443.07841996854694
TEST_0690,470.0862418860951
TEST_0691,384.05147233960633
TEST_0692,255.80353544801375
TEST_0693,363.39631598281346
TEST_0694,145.51610235429672
TEST_0695,447.03281036690476
TEST_0696,358.027420575815
TEST_0697,445.52909387279584
TEST_0698,244.7915726056581
TEST_0699,649.9293962165382
TEST_0700,563.0419812688949
TEST_0701,83.91557576742402
TEST_0702,51.80796087088251
TEST_0703,344.9904941537453
TEST_0704,460.70377165860793
TEST_0705,218.80745571175694
TEST_0706,549.0588559421425
TEST_0707,566.3188133133492
TEST_0708,443.13909605716185
TEST_0709,392.62248020053937
TEST_0710,144.04670823390484
TEST_0711,554.6204067455955
TEST_0712,24.43012604653627
TEST_0713,652.9807601110936
TEST_0714,545.8160451933461
TEST_0715,48.983903795897064
TEST_0716,344.3715814218367
TEST_0717,554.7271883418128
TEST_0718,247.87171129334035
TEST_0719,357.0285770192794
TEST_0720,753.8275926106106
TEST_0721,143.68685235949283
TEST_0722,292.5099231985118
TEST_0723,255.82432289635747
TEST_0724,38.05587302423628
TEST_0725,444.4901321853453
TEST_0726,375.99251018024466
TEST_0727,747.9573764597559
TEST_0728,453.5217953794627
TEST_0729,244.88846603110503
TEST_0730,757.7319570729709
TEST_0731,157.3923155186513
TEST_0732,762.3667417748132
TEST_0733,243.03144134106637
TEST_0734,565.5885253662759
TEST_0735,158.2899896168629
TEST_0736,632.4008540556529
TEST_0737,640.8682714785066
TEST_0738,151.18501489951728
TEST_0739,654.6855083884848
TEST_0740,139.083666346588
TEST_0741,340.7250913930331
TEST_0742,24.776200385282404
TEST_0743,30.498330821121428
TEST_0744,558.5432668426312
TEST_0745,646.9576339105936
TEST_0746,243.37969259108672
TEST_0747,684.6552285792081
TEST_0748,560.8758387160427
TEST_0749,241.4814929703629
TEST_0750,137.74186259886744
TEST_0751,642.5862203566917
TEST_0752,530.524493765608
TEST_0753,451.54733302545765
TEST_0754,595.4183661886933
TEST_0755,247.57215019903904
TEST_0756,156.5282753063318
TEST_0757,160.1752495070743
TEST_0758,448.00963312811433
TEST_0759,22.86415502690909
TEST_0760,145.69677227377633
TEST_0761,244.64728413402534
TEST_0762,649.0803361237047
TEST_0763,404.40892689183397
TEST_0764,651.4904258189207
TEST_0765,346.44053235627416
TEST_0766,148.88330095100997
TEST_0767,390.7669983123735
TEST_0768,551.4746577732188
TEST_0769,736.9778188838307
TEST_0770,551.6518466386033
TEST_0771,564.450774633182
TEST_0772,341.6345031304885
TEST_0773,565.8045379345639
TEST_0774,252.74368229897553
TEST_0775,144.82075857861196
TEST_0776,363.379431000389
TEST_0777,610.1110778003077
TEST_0778,128.41372122190015
TEST_0779,460.1555539738495
TEST_0780,455.3749326950541
TEST_0781,257.9679599539211
TEST_0782,652.5590188842019
TEST_0783,452.4988241830023
TEST_0784,242.4949693222269
TEST_0785,33.34000431517336
TEST_0786,246.44937792499445
TEST_0787,252.2166380166308
TEST_0788,524.5797607422267
TEST_0789,37.882044827002616
TEST_0790,161.2209015625038
TEST_0791,553.8755491153147
TEST_0792,199.58956568621747
TEST_0793,352.4490115184793
TEST_0794,744.5213977139379
TEST_0795,160.61969125311543
TEST_0796,142.61367287896982
TEST_0797,456.03297829583414
TEST_0798,50.11271722850072
TEST_0799,349.7774035190455
TEST_0800,241.5313199157574
TEST_0801,251.37415019560837
TEST_0802,516.4773947660415
TEST_0803,423.2042217197438
TEST_0804,157.6176050365449
TEST_0805,650.6295124763551
TEST_0806,741.9922404845936
TEST_0807,360.4938701721623
TEST_0808,558.81711956669
TEST_0809,554.929857996674
TEST_0810,250.70501905218657
TEST_0811,647.2773774845298
TEST_0812,758.928194577827
TEST_0813,242.08562553003003
TEST_0814,721.283049177913
TEST_0815,549.4697278901084
TEST_0816,345.91732344582636
TEST_0817,348.8171167395436
TEST_0818,276.79017321756515
TEST_0819,341.4118457010303
TEST_0820,644.9260387028625
TEST_0821,758.8311974203631
TEST_0822,256.9691676200183
TEST_0823,25.406711786242838
TEST_0824,753.1839113712648
TEST_0825,652.0474083937677
TEST_0826,649.7654844185231
TEST_0827,246.39654245346287
TEST_0828,210.6604063034275
TEST_0829,341.02828212108153
TEST_0830,200.910713755526
TEST_0831,649.2761827411939
TEST_0832,714.5961693349108
TEST_0833,147.89297157057322
TEST_0834,545.941145935356
TEST_0835,552.0874469008772
TEST_0836,118.74724019982756
TEST_0837,542.6419385421991
TEST_0838,364.5168979371399
TEST_0839,549.416978935403
TEST_0840,613.156919749288
TEST_0841,341.9956885178548
TEST_0842,645.3325782977452
TEST_0843,249.37619431670083
TEST_0844,364.30522110593864
TEST_0845,257.428085754991
TEST_0846,647.697118337098
TEST_0847,504.8696963885262
TEST_0848,242.85835662064147
TEST_0849,112.80221864044333
TEST_0850,35.453112255327895
TEST_0851,577.041538021507
TEST_0852,260.42727209189127
TEST_0853,241.97443038617007
TEST_0854,651.816038142777
TEST_0855,752.6001361446204
TEST_0856,653.1145128675973
TEST_0857,37.53374318946719
TEST_0858,257.99428201086045
TEST_0859,754.139009233322
TEST_0860,656.1879340752862
TEST_0861,362.1428854044856
TEST_0862,660.3441902357622
TEST_0863,603.1739921346655
TEST_0864,155.03290129805043
TEST_0865,645.4719299099056
TEST_0866,139.56997419376896
TEST_0867,455.43585025930497
TEST_0868,328.4976065739268
TEST_0869,649.6064667232496
TEST_0870,447.57614843518695
TEST_0871,731.838242303739
TEST_0872,753.3010210025517
TEST_0873,747.9374365268034
TEST_0874,240.25616523960815
TEST_0875,752.9605122284563
TEST_0876,490.26473054681674
TEST_0877,361.6699571643206
TEST_0878,255.2430341601028
TEST_0879,55.73640917913929
TEST_0880,546.8388388683504
TEST_0881,153.6521236941996
TEST_0882,244.4177332054887
TEST_0883,606.3411264432946
TEST_0884,489.9656233867147
TEST_0885,367.2570014038644
TEST_0886,360.62475101372297
TEST_0887,137.71103994166685
TEST_0888,352.4789932849374
TEST_0889,654.6849799016866
TEST_0890,461.0558385824256
TEST_0891,160.277539589026
TEST_0892,651.6074287351265
TEST_0893,556.5473507966933
TEST_0894,254.35749774958262
TEST_0895,748.4313058250498
TEST_0896,452.71269900977836
TEST_0897,449.49649255097586
TEST_0898,764.2003832177767
TEST_0899,550.8189732535714
TEST_0900,646.2624903242831
TEST_0901,569.5664836447584
TEST_0902,750.7586530503582
TEST_0903,47.773048850807804
TEST_0904,651.1292419106104
TEST_0905,630.5996104245536
TEST_0906,31.67512932734126
TEST_0907,23.37928526701419
TEST_0908,145.64545538302923
TEST_0909,52.34979141155722
TEST_0910,655.0282748218785
TEST_0911,196.83689767889615
TEST_0912,554.3838458954358
TEST_0913,246.76135139442042
TEST_0914,231.40758223345748
TEST_0915,650.6121940258562
TEST_0916,342.59894719920914
TEST_0917,157.63951416180768
TEST_0918,168.64478902459996
TEST_0919,755.6951698827199
TEST_0920,477.46303475945103
TEST_0921,348.4358971236757
TEST_0922,102.85109217985189
TEST_0923,721.138900569068
TEST_0924,470.240839700416
TEST_0925,352.6385198630121
TEST_0926,348.2334683367495
TEST_0927,355.6841776865413
TEST_0928,450.054889703425
TEST_0929,650.9958860791767
TEST_0930,753.8378938798865
TEST_0931,146.4557692368744
TEST_0932,652.3660437310357
TEST_0933,355.6008515685487
TEST_0934,457.8498117906087
TEST_0935,184.09996742732676
